x,y,speed,distance,direction,role,result
103.32,22.7,4.09,0.43,93.43,0,2
86.17,46.45,5.54,0.59,294.34,0,2
104.85,30.82,6.8,0.76,67.75,0,2
49.68,33.19,2.55,0.23,71.8,3,1
51.33,16.05,3.1,0.33,148.76,3,1
67.43,44.5,7.63,0.78,79.09,3,1
49.14,27.44,1.85,0.23,348.91,3,1
57.93,6.97,4.28,0.56,174.94,3,1
72.56,15.94,6.2,0.63,73.58,3,1
42.23,26.92,1.62,0.2,324.87,3,1
63.32,34.99,5.46,0.52,73.96,3,1
39.76,25.53,3.34,0.39,312.04,3,1
44.27,28.13,0.16,0.02,334.73,3,1
43.5,27.44,0.43,0.09,304.15,3,1
66.83,45.41,9.39,0.96,77.05,2,1
38.99,27.42,1.45,0.13,12.47,1,1
41.74,26.51,1.56,0.18,322.99,0,1
43.63,25.96,0.5,0.06,313.07,0,1
43.38,27.91,0.4,0.05,345.89,0,1
48.63,16.76,4.4,0.49,173.27,0,1
43.79,28.84,0.18,0.07,109.36,0,1
56.25,4.35,3.7,0.45,185.36,0,1
39.85,25.65,1.88,0.25,274.34,0,1
42.62,27.2,0.75,0.08,324.25,0,1
46.24,19.33,0.53,0.15,246.14,0,1
101.94,25.02,3.71,0.42,250.08,3,4
106.45,27.24,2.87,0.4,234.67,3,4
115.32,34.19,4.12,0.49,141.78,3,4
101.53,29.42,3.83,0.42,225.73,3,4
105.74,30.1,0.76,0.13,224.01,3,4
114.88,18.98,5.01,0.49,137.93,3,4
110.67,26.52,3.19,0.31,164.32,3,4
103.72,28.81,1.26,0.11,199.95,3,4
116.18,31.69,4.59,0.53,130.93,3,4
110.68,12.6,0.7,0.1,264.65,3,4
101.74,38.88,0.31,0.07,55.63,3,4
116.63,31.91,6.02,0.66,136.03,0,4
99.77,29.46,1.55,0.11,256.87,1,4
102.93,29.25,0.81,0.08,207.83,0,4
102.32,30.73,1.07,0.15,200.33,0,4
101.3,37.24,1.29,0.14,288.66,0,4
115.42,18.88,5.82,0.67,143.39,0,4
102.64,28.7,0.93,0.08,210.4,0,4
102.5,36.52,1.17,0.23,312.82,0,4
104.27,30.66,1.28,0.16,323.36,0,4
109.52,14.0,2.27,0.28,37.88,2,4
101.71,25.62,3.29,0.37,245.04,0,4
72.76,19.92,2.86,0.38,318.29,3,1
71.01,26.64,5.74,0.63,211.03,3,1
86.09,13.69,4.51,0.45,174.1,3,1
92.64,11.93,7.16,0.75,79.31,3,1
76.13,24.15,1.9,0.21,211.08,3,1
84.15,21.27,4.48,0.48,174.9,3,1
88.38,38.83,3.23,0.36,78.23,3,1
89.77,24.01,5.32,0.54,156.31,3,1
76.6,24.35,1.49,0.2,222.25,3,1
101.31,20.47,4.84,0.49,145.59,3,1
89.48,35.92,6.24,0.67,200.94,3,1
92.79,13.03,7.94,0.84,85.89,0,1
73.12,23.17,0.14,0.04,121.05,1,1
76.09,23.5,1.53,0.19,254.27,0,1
77.21,24.86,1.38,0.22,297.02,0,1
71.61,26.61,4.1,0.41,229.13,0,1
82.21,35.31,5.58,0.61,162.14,0,1
84.3,12.74,5.14,0.54,159.41,2,1
75.76,25.13,1.58,0.2,216.01,0,1
73.07,19.3,2.07,0.24,291.16,0,1
88.05,39.5,3.05,0.32,71.73,0,1
89.6,23.34,6.51,0.65,144.41,0,1
83.52,19.53,2.05,0.23,17.4,3,1
79.04,26.49,3.99,0.5,241.4,3,1
93.57,35.64,3.72,0.38,10.62,3,1
94.35,30.7,5.18,0.56,147.82,3,1
85.31,18.81,3.49,0.39,199.73,3,1
92.82,7.15,5.32,0.56,114.32,3,1
90.55,15.85,3.11,0.34,83.55,3,1
81.67,19.57,1.64,0.21,239.48,3,1
98.75,26.13,3.3,0.29,199.32,3,1
97.38,41.53,2.97,0.38,84.44,3,1
83.5,24.92,1.6,0.2,293.99,3,1
93.7,28.48,6.06,0.64,154.67,2,1
79.91,24.09,0.68,0.04,267.64,1,1
81.65,20.41,1.79,0.19,257.48,0,1
83.14,22.29,0.79,0.1,239.18,0,1
79.55,26.31,4.07,0.47,241.97,0,1
95.68,40.59,5.33,0.56,94.71,0,1
83.12,24.45,1.34,0.12,287.55,0,1
81.42,18.86,2.12,0.23,244.75,0,1
92.68,6.08,5.83,0.64,112.47,0,1
91.46,36.61,4.49,0.45,36.5,0,1
81.07,14.52,5.04,0.56,169.64,0,1
91.25,20.07,2.52,0.26,48.93,3,0
85.39,27.84,2.15,0.26,257.14,3,0
103.29,14.55,3.81,0.39,127.51,3,0
109.39,10.61,4.28,0.44,152.4,3,0
87.25,21.7,1.58,0.14,229.99,3,0
104.17,31.24,5.11,0.6,108.61,3,0
99.44,29.98,3.98,0.38,12.02,3,0
93.18,23.52,2.8,0.23,9.11,3,0
108.01,22.38,2.96,0.31,42.45,3,0
108.62,40.29,5.1,0.53,14.42,3,0
89.75,22.96,1.18,0.14,260.57,3,0
87.04,25.26,1.63,0.17,323.99,1,0
91.64,21.48,0.26,0.03,122.07,0,0
91.9,23.11,1.63,0.2,353.31,0,0
107.45,9.57,6.31,0.71,142.27,0,0
85.54,26.89,4.36,0.48,244.12,0,0
106.37,41.04,7.01,0.76,30.54,2,0
91.05,22.73,0.62,0.03,185.49,0,0
89.66,22.58,1.3,0.16,247.02,0,0
89.57,20.77,0.92,0.14,10.36,0,0
104.46,30.31,5.99,0.65,99.63,0,0
103.39,13.9,4.83,0.5,108.91,0,0
114.08,1.51,2.42,0.24,135.25,3,2
111.74,23.45,3.55,0.38,161.28,3,2
114.48,31.19,1.19,0.13,43.5,3,2
105.35,7.2,6.52,0.7,159.92,3,2
106.99,23.36,4.14,0.43,164.41,3,2
109.08,36.64,0.43,0.0,239.27,3,2
111.08,45.86,0.57,0.09,7.45,3,2
110.95,14.46,3.98,0.45,185.79,3,2
107.93,5.59,7.09,0.8,187.08,3,2
116.77,9.75,6.24,0.68,169.59,3,2
105.17,15.13,6.34,0.65,175.79,3,2
115.07,32.07,1.66,0.17,66.2,0,2
104.44,3.42,6.35,0.65,154.59,1,2
107.42,25.47,1.17,0.13,184.96,0,2
106.33,26.28,2.24,0.23,131.08,0,2
105.47,30.28,1.15,0.13,156.72,0,2
110.48,15.68,2.42,0.26,187.22,0,2
116.44,9.73,5.81,0.69,168.01,2,2
109.39,45.11,0.6,0.06,115.05,0,2
113.43,1.56,1.67,0.21,144.97,0,2
108.75,37.34,0.16,0.06,353.09,0,2
106.99,13.08,3.2,0.32,188.9,0,2
101.35,21.19,2.6,0.32,294.42,3,3
108.26,21.35,0.8,0.06,348.12,3,3
114.41,28.2,2.96,0.29,126.14,3,3
104.86,25.71,2.86,0.28,339.61,3,3
109.38,17.66,1.62,0.19,163.99,3,3
111.43,24.18,5.06,0.52,169.6,3,3
110.86,24.79,4.17,0.51,163.12,3,3
104.19,24.42,1.13,0.19,231.44,3,3
112.12,16.23,1.4,0.16,120.64,3,3
111.9,37.82,1.6,0.19,306.02,3,3
101.61,28.64,2.11,0.25,249.59,3,3
114.0,27.86,4.65,0.5,126.77,0,3
100.11,24.72,1.05,0.12,316.55,1,3
103.99,23.81,1.61,0.2,270.46,0,3
103.36,24.9,0.65,0.15,249.88,0,3
101.5,27.94,1.78,0.2,248.98,0,3
107.16,20.98,0.46,0.02,330.45,0,3
110.41,23.57,6.7,0.68,158.47,0,3
101.09,20.61,1.82,0.24,247.39,0,3
103.38,25.67,0.69,0.11,274.82,0,3
105.34,23.06,0.8,0.11,308.63,0,3
110.59,38.84,0.6,0.02,8.76,2,3
52.36,17.16,3.23,0.39,254.85,3,2
51.75,28.37,2.29,0.29,266.89,3,2
64.27,15.88,3.85,0.44,160.01,3,2
70.72,8.87,5.3,0.47,99.81,3,2
64.6,27.24,3.14,0.41,120.81,3,2
66.26,38.77,4.66,0.54,60.13,3,2
52.25,24.35,4.62,0.58,270.28,3,2
77.87,24.49,1.27,0.14,24.93,3,2
70.14,37.9,4.66,0.58,201.08,3,2
54.81,19.62,1.09,0.14,275.25,3,2
56.66,22.43,1.45,0.14,343.32,3,2
69.26,6.67,7.56,0.77,104.6,0,2
50.65,24.2,3.52,0.34,276.26,1,2
54.3,20.52,1.65,0.21,269.32,0,2
55.91,22.69,1.05,0.13,309.45,0,2
51.82,27.58,2.16,0.28,270.23,0,2
60.23,37.05,4.21,0.51,165.06,2,2
60.26,14.41,5.51,0.61,131.55,0,2
54.25,24.2,3.34,0.39,250.62,0,2
52.59,18.76,2.45,0.4,261.77,0,2
65.85,39.54,4.76,0.54,61.22,0,2
65.11,26.37,4.76,0.56,123.77,0,2
54.02,19.55,3.51,0.42,258.43,3,1
50.73,27.25,5.8,0.61,232.42,3,1
61.93,16.76,3.11,0.38,237.7,3,1
73.48,7.48,3.69,0.44,112.57,3,1
68.46,32.95,6.05,0.64,70.97,3,1
64.8,37.74,4.53,0.48,67.73,3,1
53.83,22.99,4.82,0.54,232.98,3,1
81.92,21.21,4.84,0.54,134.66,3,1
73.59,44.67,4.92,0.47,65.73,3,1
58.58,24.29,2.35,0.23,299.09,3,1
52.9,24.02,3.63,0.49,227.75,3,1
50.98,22.95,2.62,0.29,260.13,1,1
57.93,23.18,2.13,0.19,194.55,0,1
56.71,24.46,0.92,0.08,170.96,0,1
70.04,45.17,7.51,0.77,75.96,0,1
51.49,27.06,4.25,0.48,246.97,0,1
68.68,6.69,6.06,0.68,104.39,0,1
54.86,15.85,0.87,0.17,167.52,2,1
57.5,23.91,3.32,0.37,205.65,0,1
58.78,23.56,1.36,0.14,342.6,0,1
64.29,38.81,5.02,0.54,69.74,0,1
68.27,33.75,7.29,0.76,74.48,0,1
41.55,16.78,0.45,0.09,81.36,3,2
38.1,25.37,3.47,0.4,265.41,3,2
62.0,30.32,2.36,0.18,52.15,3,2
66.42,42.85,3.46,0.33,135.35,3,2
44.86,23.83,1.36,0.2,242.94,3,2
61.27,21.49,1.99,0.22,62.28,3,2
62.97,43.85,4.26,0.48,62.5,3,2
74.29,17.06,3.77,0.43,61.24,3,2
44.49,22.16,0.99,0.07,13.6,3,2
71.69,34.2,3.88,0.45,94.27,3,2
62.49,8.59,3.7,0.45,101.09,3,2
62.34,38.14,5.66,0.64,101.55,0,2
42.41,24.35,0.76,0.11,27.72,1,2
43.58,21.9,0.34,0.05,313.87,0,2
44.06,22.45,0.53,0.07,276.37,0,2
39.08,24.99,3.34,0.38,251.05,0,2
65.31,9.21,7.94,0.82,98.15,0,2
52.31,21.95,4.35,0.49,136.38,0,2
44.49,24.55,1.57,0.16,242.58,0,2
40.96,18.44,0.34,0.03,222.12,0,2
64.53,30.88,7.35,0.8,112.49,2,2
53.89,33.26,3.33,0.34,143.73,0,2
