time,jerseyNumber,team,behaviour,closeTeams,distantTeams,closeOps,distantOps,coordinate_x,coordinate_y,speed,direction
4284,89,1,34,5,5,6,5,30.17,32.27,1.2,280.72
4284,10,1,34,0,10,0,11,1.62,36.38,0.16,244.26
4284,24,1,34,6,4,6,5,33.22,36.16,4.01,300.48
4284,97,1,34,4,6,1,10,22.14,40.08,3.82,74.96
4284,58,1,34,5,5,6,5,29.25,31.06,1.8,296.63
4284,43,1,34,7,3,5,6,32.59,37.06,3.35,296.27
4284,50,1,34,4,6,6,5,29.6,28.31,4.13,287.64
4284,97,0,34,4,6,7,4,33.36,36.72,4.53,294.79
4284,30,0,34,4,6,2,9,32.19,21.78,8.33,287.35
4284,36,0,34,1,9,0,11,40.62,46.48,4.86,272.43
4284,50,0,34,5,5,7,4,34.11,39.67,5.59,296.04
4284,5,0,34,0,10,0,11,58.96,36.46,3.86,279.45
4284,31,0,34,2,8,3,8,29.24,48.2,8.32,277.27
4284,47,0,34,4,6,4,7,31.2,26.62,8.16,288.69
4284,38,0,34,3,7,7,4,31.08,41.04,4.99,260.0
4284,17,0,34,3,7,1,10,32.83,19.23,7.64,299.46
4284,22,0,34,5,5,6,5,31.75,30.57,4.98,291.32
4284,26,0,34,5,5,5,6,33.52,28.07,6.92,292.48
4285,38,1,16,6,4,4,7,31.23,47.22,2.62,94.37
4285,54,1,16,7,3,4,7,27.0,41.5,4.09,257.4
4285,96,1,16,5,5,4,7,30.46,42.97,3.18,333.78
4285,89,1,16,3,7,1,10,21.77,48.05,5.29,4.23
4285,10,1,16,6,4,7,4,28.64,32.01,0.92,236.14
4285,24,1,16,0,10,0,11,1.74,36.31,0.18,115.33
4285,97,1,16,8,2,4,7,29.92,37.99,2.5,290.92
4285,58,1,16,9,1,4,7,25.99,39.51,3.07,121.14
4285,43,1,16,5,5,7,4,27.67,31.32,1.87,268.03
4285,50,1,16,8,2,4,7,30.5,38.51,1.58,275.49
4285,97,0,16,4,6,3,8,25.12,28.68,5.19,280.79
4285,30,0,16,3,7,9,2,30.34,37.89,2.65,267.19
4285,36,0,16,4,6,3,8,24.36,23.88,7.98,287.58
4285,50,0,16,1,9,2,9,36.61,46.52,2.9,267.83
4285,5,0,16,3,7,6,5,30.68,42.42,4.19,303.36
4285,31,0,16,0,10,0,11,55.12,36.86,3.8,274.36
4285,47,0,16,0,10,2,9,21.13,48.63,7.64,264.77
4285,38,0,16,4,6,3,8,23.85,28.14,7.48,283.22
4285,17,0,16,3,7,9,2,26.74,39.02,4.58,246.8
4285,22,0,16,4,6,3,8,26.72,22.4,6.17,295.4
4285,26,0,16,6,4,6,5,28.92,31.54,1.41,263.98
4285,76,1,16,5,5,7,4,27.92,29.9,5.36,286.27
4321,76,1,0,9,1,8,3,34.1,28.41,0.22,70.6
4321,77,1,0,9,1,8,3,33.83,30.06,0.2,273.72
4321,65,1,0,9,1,9,2,34.53,26.65,0.36,249.28
4321,17,1,0,7,3,4,7,32.8,33.99,2.42,26.21
4321,12,1,0,1,9,1,10,34.02,42.76,0.22,170.91
4321,68,1,0,9,1,8,3,33.91,25.18,0.02,28.28
4321,79,1,0,8,2,8,3,33.78,23.39,0.06,178.33
4321,30,1,0,9,1,3,8,27.51,26.66,0.23,175.38
4321,16,1,0,9,1,8,3,33.56,26.98,0.52,265.94
4321,89,1,0,8,2,7,4,32.31,22.24,0.62,143.12
4321,18,1,0,8,2,7,4,34.08,20.79,0.24,189.98
4321,90,0,0,8,2,10,1,35.58,27.51,0.19,274.17
4321,53,0,0,8,2,8,3,39.34,24.55,0.7,255.07
4321,54,0,0,9,1,9,2,39.54,27.8,0.76,327.59
4321,36,0,0,0,10,1,10,39.42,43.3,1.96,84.16
4321,25,0,0,2,8,0,11,46.95,31.32,2.72,92.57
4321,24,0,0,6,4,5,6,40.99,32.73,4.1,348.15
4321,29,0,0,6,4,8,3,39.24,22.26,2.46,267.34
4321,91,0,0,7,3,9,2,35.67,22.54,0.41,291.19
4321,99,0,0,8,2,9,2,35.8,24.42,0.28,284.09
4321,33,0,0,6,4,5,6,40.21,19.23,0.52,154.54
4321,94,0,0,6,4,7,4,35.69,32.42,0.31,222.68
4322,76,1,16,9,1,8,3,34.57,28.66,1.23,50.15
4322,77,1,16,9,1,8,3,33.83,30.5,0.45,178.49
4322,65,1,16,9,1,7,4,34.26,27.42,1.27,350.06
4322,17,1,16,5,5,4,7,34.06,35.36,2.55,62.73
4322,12,1,16,1,9,2,9,34.64,42.76,2.56,91.18
4322,68,1,16,8,2,8,3,33.93,25.2,0.33,27.22
4322,79,1,16,8,2,8,3,33.78,23.44,0.28,283.15
4322,30,1,16,8,2,4,7,27.92,27.11,2.15,61.88
4322,16,1,16,9,1,7,4,32.36,27.16,2.52,275.84
4322,89,1,16,8,2,8,3,32.54,23.64,2.61,21.48
4322,18,1,16,8,2,7,4,34.48,21.27,2.13,26.47
4322,90,0,16,8,2,10,1,35.21,27.65,0.85,336.15
4322,53,0,16,7,3,8,3,38.44,25.29,1.95,323.24
4322,54,0,16,8,2,9,2,38.77,29.04,1.86,315.17
4322,36,0,16,1,9,1,10,41.48,43.49,2.09,87.34
4322,25,0,16,1,9,0,11,48.94,31.13,1.47,103.91
4322,24,0,16,5,5,4,7,40.34,35.74,2.48,145.47
4322,29,0,16,7,3,8,3,37.78,22.82,2.39,314.6
4322,91,0,16,7,3,9,2,34.93,22.76,1.03,280.88
4322,99,0,16,7,3,9,2,35.2,24.54,0.8,310.67
4322,33,0,16,6,4,4,7,40.61,19.46,0.58,207.11
4322,94,0,16,7,3,9,2,35.06,32.06,1.04,239.98
4323,76,1,10,9,1,8,3,35.82,29.97,1.14,37.61
4323,77,1,10,9,1,8,3,33.8,30.84,0.34,262.28
4323,65,1,10,9,1,7,4,34.2,29.06,1.58,83.48
4323,17,1,10,6,4,6,5,37.29,36.33,3.13,72.06
4323,12,1,10,1,9,2,9,39.11,42.64,4.25,94.91
4323,68,1,10,8,2,8,3,34.21,25.9,1.52,25.56
4323,79,1,10,8,2,8,3,33.74,23.93,0.59,52.84
4323,30,1,10,9,1,7,4,31.36,28.34,3.58,90.44
4323,16,1,10,8,2,7,4,28.68,27.36,3.32,266.93
4323,89,1,10,9,1,8,3,34.39,26.88,4.03,38.36
4323,18,1,10,8,2,8,3,35.74,24.6,3.03,15.36
4323,90,0,10,7,3,10,1,35.16,29.13,1.86,113.41
4323,53,0,10,7,3,10,1,37.16,27.47,1.28,302.23
4323,54,0,10,7,3,10,1,37.0,30.35,1.35,308.24
4323,36,0,10,1,9,2,9,43.52,43.47,1.66,115.96
4323,25,0,10,0,10,0,11,49.78,30.7,1.21,204.58
4323,24,0,10,3,7,4,7,40.99,37.75,1.33,26.53
4323,29,0,10,7,3,9,2,35.92,25.68,3.45,332.48
4323,91,0,10,7,3,9,2,33.83,22.95,0.59,180.91
4323,99,0,10,7,3,9,2,34.85,25.47,1.24,116.46
4323,33,0,10,5,5,4,7,39.62,20.24,2.31,316.89
4323,94,0,10,7,3,10,1,34.04,31.44,0.7,236.1
4324,76,1,16,8,2,9,2,36.03,30.34,0.42,77.87
4324,77,1,16,9,1,8,3,33.45,30.36,0.69,195.57
4324,65,1,16,9,1,9,2,34.85,30.48,1.7,35.19
4324,17,1,16,5,5,6,5,39.86,37.19,2.3,99.08
4324,12,1,16,1,9,2,9,42.81,41.95,3.49,129.56
4324,68,1,16,8,2,8,3,35.22,27.78,1.46,51.39
4324,79,1,16,8,2,8,3,34.8,24.01,1.28,90.47
4324,30,1,16,8,2,8,3,34.75,26.99,3.37,104.44
4324,16,1,16,5,5,4,7,25.93,26.89,1.56,259.52
4324,89,1,16,8,2,9,2,37.37,29.88,3.0,43.54
4324,18,1,16,7,3,8,3,36.15,26.87,1.85,24.14
4324,90,0,16,8,2,9,2,35.54,31.21,1.85,20.0
4324,53,0,16,7,3,8,3,36.77,26.83,0.93,187.68
4324,54,0,16,8,2,9,2,36.75,30.65,0.42,135.73
4324,36,0,16,1,9,2,9,44.34,42.0,3.01,164.58
4324,25,0,16,0,10,0,11,47.39,29.54,4.04,248.02
4324,24,0,16,3,7,5,6,41.27,37.99,1.38,140.44
4324,29,0,16,7,3,10,1,34.71,28.68,1.88,312.28
4324,91,0,16,7,3,9,2,35.04,23.23,1.88,76.99
4324,99,0,16,7,3,9,2,35.51,26.76,0.93,60.46
4324,33,0,16,7,3,8,3,37.76,22.87,3.15,341.88
4324,94,0,16,7,3,10,1,33.83,31.29,0.3,142.5
4325,76,1,7,8,2,10,1,36.6,30.21,0.71,100.75
4325,77,1,7,8,2,9,2,33.58,29.51,1.33,146.99
4325,65,1,7,8,2,10,1,36.2,31.82,1.91,48.68
4325,17,1,7,7,3,7,4,41.74,35.68,2.24,141.65
4325,12,1,7,2,8,3,8,44.31,38.34,3.92,169.06
4325,68,1,7,8,2,9,2,36.25,27.71,1.17,117.52
4325,79,1,7,7,3,9,2,36.2,23.9,1.32,94.54
4325,30,1,7,8,2,10,1,37.93,26.93,2.78,72.34
4325,16,1,7,1,9,2,9,25.61,26.84,0.52,119.81
4325,89,1,7,9,1,11,0,38.46,31.14,1.1,57.96
4325,18,1,7,8,2,10,1,37.16,28.07,1.21,40.24
4325,90,0,7,10,0,10,1,36.45,32.54,1.56,60.96
4325,53,0,7,8,2,8,3,36.92,25.97,0.35,84.09
4325,54,0,7,9,1,9,2,37.53,30.47,0.92,93.81
4325,36,0,7,2,8,3,8,44.96,37.65,5.09,176.41
4325,25,0,7,9,1,9,2,42.48,27.93,4.15,263.76
4325,24,0,7,6,4,7,4,42.44,35.59,2.71,159.25
4325,29,0,7,9,1,10,1,34.94,29.32,0.51,54.14
4325,91,0,7,8,2,8,3,37.4,23.89,2.58,61.12
4325,99,0,7,8,2,8,3,36.26,26.4,1.17,131.27
4325,33,0,7,8,2,8,3,37.71,26.01,2.48,9.62
4325,94,0,7,9,1,10,1,34.58,31.25,1.34,95.17
4326,76,1,33,9,1,11,0,37.4,30.02,0.92,111.1
4326,77,1,33,9,1,10,1,34.9,28.3,1.41,116.57
4326,65,1,33,9,1,11,0,37.56,32.94,0.78,70.58
4326,17,1,33,8,2,10,1,42.57,33.86,1.62,173.6
4326,12,1,33,6,4,7,4,44.35,34.57,2.64,190.9
4326,68,1,33,8,2,11,0,37.22,26.82,1.09,127.63
4326,79,1,33,7,3,9,2,37.46,23.86,1.11,79.61
4326,30,1,33,9,1,11,0,39.83,28.34,1.2,48.14
4326,16,1,33,1,9,1,10,26.73,26.9,1.28,81.03
4326,89,1,33,9,1,11,0,39.23,31.24,0.57,82.37
4326,18,1,33,9,1,11,0,37.64,28.68,0.45,45.5
4326,90,0,33,10,0,10,1,38.05,32.72,1.06,102.11
4326,53,0,33,10,0,9,2,36.92,26.65,0.29,228.11
4326,54,0,33,10,0,10,1,38.57,30.49,1.04,100.29
4326,36,0,33,9,1,8,3,44.94,32.08,3.94,186.67
4326,25,0,33,10,0,10,1,39.47,28.51,1.39,291.51
4326,24,0,33,10,0,9,2,43.05,33.06,2.12,179.09
4326,29,0,33,10,0,10,1,35.36,29.38,0.44,97.55
4326,91,0,33,10,0,9,2,39.44,25.68,2.11,43.11
4326,99,0,33,9,1,8,3,37.27,25.3,1.44,123.52
4326,33,0,33,10,0,10,1,38.38,27.64,0.73,44.88
4326,94,0,33,10,0,10,1,36.4,31.08,1.59,95.86
4357,76,1,0,9,1,7,4,38.57,30.66,0.41,271.37
4357,77,1,0,8,2,7,4,38.26,32.25,0.64,312.48
4357,65,1,0,9,1,8,3,38.96,29.26,0.58,303.12
4357,17,1,0,7,3,4,7,38.23,36.85,1.4,85.95
4357,12,1,0,1,9,1,10,38.63,45.17,0.63,68.47
4357,68,1,0,9,1,8,3,38.55,27.51,0.1,230.01
4357,79,1,0,8,2,7,4,38.39,25.76,0.38,246.62
4357,30,1,0,8,2,4,7,32.68,29.3,0.53,23.48
4357,16,1,0,9,1,8,3,38.0,29.14,0.8,280.01
4357,89,1,0,8,2,6,5,37.52,22.93,0.99,152.34
4357,81,1,0,6,4,6,5,38.91,20.98,1.05,76.17
4357,90,0,0,7,3,10,1,40.11,29.68,0.64,293.53
4357,53,0,0,7,3,7,4,44.61,30.94,0.51,54.6
4357,54,0,0,8,2,8,3,44.47,27.06,0.35,167.9
4357,36,0,0,1,9,1,10,44.28,45.02,2.39,90.86
4357,25,0,0,1,9,0,11,54.48,31.14,0.68,70.37
4357,29,0,0,5,5,6,5,42.14,20.53,0.55,98.86
4357,91,0,0,7,3,9,2,40.65,24.12,1.14,263.88
4357,57,0,0,6,4,6,5,43.19,35.91,2.03,92.16
4357,99,0,0,7,3,9,2,40.33,26.96,0.61,255.82
4357,33,0,0,3,7,2,9,45.92,17.71,0.28,108.91
4357,94,0,0,6,4,8,3,40.27,32.63,1.6,314.11
4358,76,1,16,9,1,7,4,37.7,30.78,1.49,281.46
4358,77,1,16,7,3,6,5,37.03,32.88,2.16,277.99
4358,65,1,16,9,1,7,4,38.15,29.75,0.67,325.9
4358,17,1,16,7,3,5,6,40.14,35.52,3.93,134.03
4358,12,1,16,1,9,1,10,40.1,45.32,2.61,81.76
4358,68,1,16,9,1,7,4,38.26,27.45,1.28,263.12
4358,79,1,16,8,2,7,4,37.57,25.41,1.87,263.54
4358,30,1,16,7,3,4,7,33.43,30.28,2.95,46.9
4358,16,1,16,9,1,6,5,36.31,29.26,1.78,275.12
4358,89,1,16,6,4,6,5,38.8,21.08,4.28,148.97
4358,81,1,16,6,4,6,5,41.15,21.52,3.0,84.28
4358,90,0,16,6,4,10,1,38.86,30.16,0.93,278.51
4358,53,0,16,6,4,7,4,45.69,31.15,2.18,79.01
4358,54,0,16,7,3,7,4,44.88,26.45,1.45,138.18
4358,36,0,16,1,9,1,10,46.78,44.94,2.39,88.61
4358,25,0,16,1,9,0,11,55.48,31.24,1.56,62.96
4358,29,0,16,4,6,4,7,42.93,19.83,2.35,137.97
4358,91,0,16,5,5,9,2,38.35,24.08,3.29,279.6
4358,57,0,16,5,5,4,7,45.04,35.84,2.0,56.36
4358,99,0,16,6,4,10,1,38.96,26.8,2.18,254.83
4358,33,0,16,2,8,2,9,46.6,17.64,1.58,90.49
4358,94,0,16,5,5,8,3,37.89,33.9,3.37,279.47
4359,76,1,20,7,3,4,7,35.7,31.3,2.6,282.89
4359,77,1,20,7,3,4,7,34.11,32.62,2.93,252.12
4359,65,1,20,7,3,5,6,38.28,30.27,0.51,32.64
4359,17,1,20,6,4,6,5,43.65,31.47,4.49,140.31
4359,12,1,20,0,10,2,9,43.48,45.95,2.65,58.7
4359,68,1,20,7,3,4,7,36.04,27.25,1.95,277.28
4359,79,1,20,6,4,4,7,34.77,25.62,2.9,290.58
4359,30,1,20,7,3,4,7,37.0,33.17,4.26,53.34
4359,16,1,20,7,3,4,7,34.71,29.45,1.05,274.59
4359,89,1,20,1,9,2,9,41.69,15.69,6.14,156.33
4359,81,1,20,1,9,4,7,44.48,21.29,2.58,131.13
4359,90,0,20,4,6,8,3,38.49,29.93,0.95,111.38
4359,53,0,20,3,7,1,10,48.74,31.89,3.41,50.32
4359,54,0,20,4,6,3,8,46.41,25.21,2.01,72.2
4359,36,0,20,1,9,1,10,48.86,45.15,1.38,163.78
4359,25,0,20,1,9,0,11,56.97,32.81,3.34,116.63
4359,29,0,20,2,8,2,9,45.13,16.93,4.58,153.36
4359,91,0,20,3,7,7,4,34.41,25.44,4.23,308.79
4359,57,0,20,2,8,2,9,46.19,38.32,4.19,8.68
4359,99,0,20,3,7,9,2,36.39,25.77,1.44,219.58
4359,33,0,20,2,8,2,9,48.91,17.76,1.8,59.12
4359,94,0,20,3,7,8,3,33.89,33.49,3.53,249.58
4360,76,1,7,6,4,4,7,32.64,31.85,2.45,276.29
4360,77,1,7,6,4,4,7,31.58,31.18,2.36,233.26
4360,65,1,7,7,3,5,6,38.62,30.6,0.75,72.03
4360,17,1,7,2,8,4,7,45.78,28.85,1.92,136.37
4360,12,1,7,0,10,2,9,44.65,48.02,3.28,34.49
4360,68,1,7,6,4,4,7,34.64,27.92,1.16,173.92
4360,79,1,7,5,5,4,7,32.32,27.34,2.33,312.35
4360,30,1,7,6,4,2,9,40.02,35.27,2.77,48.19
4360,16,1,7,6,4,4,7,34.11,29.41,0.35,289.57
4360,89,1,7,1,9,1,10,43.72,10.09,4.23,154.76
4360,81,1,7,1,9,3,8,44.9,18.62,1.89,181.25
4360,90,0,7,4,6,8,3,40.4,31.07,3.67,54.62
4360,53,0,7,3,7,1,10,50.54,35.58,5.07,10.83
4360,54,0,7,3,7,3,8,48.03,28.02,4.46,19.69
4360,36,0,7,1,9,1,10,47.22,47.05,3.28,336.86
4360,25,0,7,1,9,0,11,56.02,37.75,6.21,346.51
4360,29,0,7,1,9,2,9,46.87,11.74,4.69,162.49
4360,91,0,7,3,7,6,5,32.02,29.25,3.94,309.98
4360,57,0,7,2,8,1,10,46.16,43.96,5.92,4.58
4360,99,0,7,3,7,7,4,36.86,25.46,2.01,68.48
4360,33,0,7,2,8,1,10,49.42,19.4,2.99,112.09
4360,94,0,7,3,7,7,4,31.38,31.68,2.27,232.81
4361,76,1,33,5,5,3,8,31.02,31.92,0.73,216.3
4361,77,1,33,5,5,3,8,30.32,29.92,0.95,212.29
4361,65,1,33,7,3,5,6,39.77,30.65,1.38,88.36
4361,17,1,33,2,8,4,7,46.26,28.53,0.25,209.72
4361,12,1,33,0,10,3,8,47.24,51.16,2.89,40.45
4361,68,1,33,6,4,4,7,35.91,29.06,1.87,60.93
4361,79,1,33,5,5,3,8,31.35,28.62,1.15,213.59
4361,30,1,33,3,7,4,7,41.21,36.89,1.97,27.9
4361,16,1,33,5,5,3,8,34.09,29.64,0.61,35.86
4361,89,1,33,1,9,1,10,45.17,8.14,1.2,94.39
4361,81,1,33,1,9,1,10,44.66,17.73,0.52,277.11
4361,90,0,33,3,7,4,7,44.33,34.12,4.93,50.69
4361,53,0,33,4,6,0,11,50.6,41.64,5.89,251.0
4361,54,0,33,3,7,3,8,49.36,33.37,5.15,16.99
4361,36,0,33,2,8,1,10,46.7,50.95,2.88,115.52
4361,25,0,33,3,7,1,10,54.21,44.72,6.56,345.6
4361,29,0,33,0,10,1,10,48.0,8.29,2.05,137.65
4361,91,0,33,2,8,7,4,32.43,32.77,3.16,18.53
4361,57,0,33,3,7,1,10,47.33,49.92,4.93,19.71
4361,99,0,33,2,8,8,3,39.76,27.55,3.79,50.72
4361,33,0,33,1,9,2,9,49.32,23.63,4.21,287.2
4361,94,0,33,1,9,6,5,30.22,30.82,0.65,210.03
4465,76,1,16,8,2,8,3,46.38,31.23,0.14,175.18
4465,77,1,16,8,2,8,3,46.21,33.06,0.13,155.08
4465,65,1,16,9,1,8,3,46.91,29.46,0.02,135.52
4465,86,1,16,8,2,7,4,42.24,29.58,0.07,101.08
4465,11,1,16,1,9,2,9,45.27,14.64,2.81,346.79
4465,17,1,16,5,5,6,5,46.32,20.44,0.01,153.99
4465,68,1,16,9,1,8,3,46.5,28.01,0.01,82.68
4465,79,1,16,9,1,7,4,46.19,26.14,0.0,261.4
4465,30,1,16,8,2,3,8,39.17,29.54,0.01,181.4
4465,16,1,16,9,1,8,3,45.97,29.67,0.1,307.2
4465,89,1,16,8,2,7,4,46.13,34.38,0.18,147.88
4465,90,0,16,7,3,10,1,48.02,30.12,0.02,206.38
4465,53,0,16,8,2,8,3,51.8,30.3,0.12,269.03
4465,54,0,16,8,2,9,2,51.8,27.13,0.32,220.35
4465,36,0,16,6,4,5,6,53.33,35.73,0.13,346.18
4465,25,0,16,0,10,0,11,63.32,28.86,0.02,274.88
4465,29,0,16,5,5,4,7,52.05,20.33,0.81,321.86
4465,91,0,16,6,4,8,3,48.4,24.28,0.11,135.14
4465,57,0,16,6,4,7,4,48.03,36.36,0.18,253.93
4465,99,0,16,8,2,10,1,48.1,27.63,0.22,248.0
4465,33,0,16,1,9,2,9,53.16,13.32,0.49,179.51
4465,94,0,16,7,3,9,2,48.25,32.25,0.07,141.79
4466,76,1,0,8,2,8,3,46.52,30.87,1.27,146.65
4466,77,1,0,8,2,8,3,46.21,32.67,1.66,182.28
4466,65,1,0,9,1,9,2,46.93,29.45,0.64,126.93
4466,86,1,0,9,1,7,4,42.36,29.45,1.48,131.39
4466,11,1,0,3,7,3,8,43.78,19.32,6.04,336.79
4466,17,1,0,6,4,6,5,46.34,20.47,1.24,39.59
4466,68,1,0,10,0,8,3,46.52,28.01,0.21,130.19
4466,79,1,0,10,0,7,4,46.19,26.14,0.29,187.89
4466,30,1,0,8,2,3,8,39.2,29.5,1.18,127.4
4466,16,1,0,9,1,8,3,45.67,29.63,1.85,257.9
4466,89,1,0,8,2,7,4,46.37,34.59,0.41,85.11
4466,90,0,0,8,2,10,1,48.01,30.14,0.51,181.32
4466,53,0,0,8,2,8,3,51.61,30.39,0.66,275.85
4466,54,0,0,8,2,9,2,51.75,27.08,0.1,253.81
4466,36,0,0,5,5,5,6,53.24,36.0,1.08,348.49
4466,25,0,0,0,10,0,11,63.31,28.87,0.01,300.76
4466,29,0,0,6,4,5,6,51.7,21.47,1.36,333.29
4466,91,0,0,6,4,9,2,48.21,24.26,0.99,272.77
4466,57,0,0,6,4,7,4,47.73,36.23,0.77,215.44
4466,99,0,0,7,3,11,0,47.84,27.35,0.64,227.53
4466,33,0,0,1,9,1,10,53.44,14.04,1.01,22.43
4466,94,0,0,7,3,9,2,48.09,32.05,1.67,210.58
4467,76,1,10,10,0,9,2,47.86,29.3,1.67,112.24
4467,77,1,10,10,0,8,3,46.04,29.78,2.95,185.56
4467,65,1,10,10,0,8,3,48.02,28.61,1.86,115.99
4467,86,1,10,10,0,8,3,44.59,27.69,2.71,112.21
4467,11,1,10,9,1,4,7,40.63,25.59,7.17,340.3
4467,17,1,10,9,1,8,3,48.0,22.37,2.17,45.3
4467,68,1,10,10,0,8,3,46.84,27.65,0.84,139.79
4467,79,1,10,10,0,8,3,46.14,25.53,0.84,176.36
4467,30,1,10,10,0,6,5,41.3,28.22,3.31,105.56
4467,16,1,10,10,0,7,4,42.31,28.83,3.9,254.17
4467,89,1,10,8,2,8,3,46.9,34.32,1.11,146.38
4467,90,0,10,8,2,11,0,48.53,29.17,1.37,144.8
4467,53,0,10,8,2,10,1,50.46,30.39,1.34,261.98
4467,54,0,10,7,3,9,2,51.75,27.32,0.51,44.33
4467,36,0,10,3,7,2,9,52.96,37.79,0.96,326.44
4467,25,0,10,0,10,0,11,63.3,28.87,0.14,221.34
4467,29,0,10,7,3,7,4,50.73,22.62,1.43,295.85
4467,91,0,10,6,4,11,0,46.5,24.38,0.75,230.09
4467,57,0,10,6,4,9,2,47.34,35.09,1.55,174.42
4467,99,0,10,7,3,11,0,47.2,26.74,0.66,216.6
4467,33,0,10,1,9,1,10,53.84,15.19,2.02,215.63
4467,94,0,10,7,3,11,0,46.63,29.3,3.18,207.96
4468,76,1,16,8,2,9,2,49.29,29.62,0.71,103.74
4468,77,1,16,10,0,8,3,45.66,26.94,2.22,193.25
4468,65,1,16,8,2,9,2,50.11,28.0,1.34,102.99
4468,86,1,16,10,0,8,3,47.14,27.65,2.33,73.22
4468,11,1,16,5,5,2,9,39.15,32.7,6.69,180.88
4468,17,1,16,8,2,9,2,49.25,23.32,1.5,62.27
4468,68,1,16,9,1,8,3,47.5,26.8,0.45,197.04
4468,79,1,16,9,1,9,2,46.39,24.54,1.25,121.97
4468,30,1,16,10,0,8,3,45.43,27.98,4.14,84.54
4468,16,1,16,6,4,3,8,38.37,27.54,3.51,250.35
4468,89,1,16,9,1,8,3,47.47,32.74,1.8,158.56
4468,90,0,16,7,3,9,2,49.44,28.02,0.89,134.47
4468,53,0,16,8,2,9,2,49.1,29.96,0.87,195.08
4468,54,0,16,9,1,9,2,51.87,27.93,0.28,306.83
4468,36,0,16,3,7,3,8,52.78,37.45,2.12,188.48
4468,25,0,16,0,10,0,11,62.94,28.73,1.59,265.46
4468,29,0,16,7,3,8,3,49.32,22.78,0.89,193.26
4468,91,0,16,8,2,10,1,47.2,24.07,1.67,80.41
4468,57,0,16,7,3,10,1,48.09,33.21,2.27,154.88
4468,99,0,16,7,3,10,1,47.04,26.39,0.5,300.54
4468,33,0,16,3,7,2,9,53.3,18.17,4.02,352.25
4468,94,0,16,7,3,11,0,45.19,26.7,1.52,212.35
4469,76,1,7,8,2,10,1,48.72,29.97,0.57,269.14
4469,77,1,7,9,1,9,2,45.06,25.54,0.67,228.19
4469,65,1,7,8,2,11,0,50.58,27.86,0.22,171.28
4469,86,1,7,8,2,10,1,49.02,28.81,2.0,56.32
4469,11,1,7,0,10,0,11,40.74,38.73,5.29,28.21
4469,17,1,7,8,2,10,1,50.79,23.94,1.82,59.42
4469,68,1,7,8,2,10,1,47.11,27.07,0.76,241.19
4469,79,1,7,8,2,9,2,48.17,24.51,2.05,64.06
4469,30,1,7,8,2,10,1,49.38,28.96,2.99,64.38
4469,16,1,7,1,9,1,10,35.82,26.54,1.46,250.36
4469,89,1,7,8,2,10,1,48.29,31.04,1.79,134.26
4469,90,0,7,9,1,9,2,49.76,27.92,1.0,54.51
4469,53,0,7,9,1,9,2,50.0,29.27,1.25,103.09
4469,54,0,7,10,0,9,2,51.32,27.8,1.3,331.67
4469,36,0,7,8,2,7,4,52.43,33.72,3.35,187.82
4469,25,0,7,3,7,1,10,60.1,28.79,3.5,278.76
4469,29,0,7,9,1,9,2,50.38,23.95,2.52,37.39
4469,91,0,7,9,1,9,2,49.52,25.28,2.82,48.66
4469,57,0,7,9,1,9,2,49.29,31.08,2.07,134.44
4469,99,0,7,9,1,9,2,46.8,27.39,1.56,111.3
4469,33,0,7,9,1,9,2,52.84,23.02,4.25,357.26
4469,94,0,7,8,2,10,1,45.11,26.72,0.89,91.3
4470,76,1,33,8,2,11,0,48.35,29.63,0.26,214.09
4470,77,1,33,9,1,10,1,45.11,26.39,1.3,19.9
4470,65,1,33,8,2,11,0,50.46,28.16,0.25,179.88
4470,86,1,33,8,2,11,0,50.46,29.86,1.32,57.46
4470,11,1,33,0,10,0,11,43.82,41.92,3.39,59.71
4470,17,1,33,8,2,11,0,52.21,25.12,1.16,62.8
4470,68,1,33,8,2,11,0,47.47,28.18,1.1,38.13
4470,79,1,33,8,2,11,0,49.82,26.29,2.01,36.96
4470,30,1,33,8,2,11,0,50.76,30.29,0.98,62.26
4470,16,1,33,1,9,0,11,35.62,26.54,0.6,79.86
4470,89,1,33,8,2,11,0,49.9,30.32,1.15,101.98
4470,90,0,33,10,0,9,2,50.93,29.1,0.94,45.29
4470,53,0,33,10,0,9,2,51.29,29.38,0.86,90.1
4470,54,0,33,10,0,9,2,50.86,30.17,1.64,345.27
4470,36,0,33,10,0,9,2,51.89,31.14,1.14,217.16
4470,25,0,33,10,0,8,3,56.22,29.82,3.31,293.88
4470,29,0,33,10,0,9,2,52.17,26.74,2.98,24.67
4470,91,0,33,10,0,9,2,51.33,27.61,2.31,33.29
4470,57,0,33,10,0,9,2,50.86,30.37,1.07,84.7
4470,99,0,33,10,0,9,2,47.33,29.38,1.75,25.3
4470,33,0,33,10,0,9,2,52.86,26.5,2.42,36.85
4470,94,0,33,10,0,9,2,46.82,26.72,1.67,91.02
4502,76,1,0,9,1,8,3,49.72,30.95,0.27,294.45
4502,77,1,0,9,1,7,4,49.38,32.6,0.45,215.13
4502,65,1,0,8,2,8,3,50.14,29.2,0.39,286.45
4502,86,1,0,8,2,8,3,47.74,25.0,2.53,175.12
4502,17,1,0,4,6,3,8,48.64,39.34,0.34,98.21
4502,12,1,0,0,10,1,10,49.51,10.61,0.33,113.48
4502,68,1,0,8,2,8,3,49.44,27.95,0.2,259.52
4502,79,1,0,8,2,8,3,49.29,26.26,0.29,227.85
