time,jerseyNumber,team,behaviour,closeTeams,distantTeams,closeOps,distantOps,coordinate,velocity,playId
5205,23,1,16,{},"{32, 98, 99, 90, 38, 52, 22, 26, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(58.5, 37.36)","(1.62, 305.88)",2262
5205,38,1,16,{},"{32, 98, 99, 90, 52, 22, 23, 26, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(48.07, 30.21)","(2.46, 218.86)",2262
5205,99,1,16,"{98, 90}","{32, 38, 52, 22, 23, 26, 94, 31}","{67, 75, 77, 81, 63}","{2, 74, 11, 15, 85, 31}","(64.76, 26.46)","(2.31, 106.42)",2262
5205,31,1,16,{26},"{32, 98, 99, 38, 52, 22, 23, 90, 94}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(56.18, 18.06)","(3.63, 160.0)",2262
5205,32,1,16,{},"{98, 99, 90, 38, 52, 22, 23, 26, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(55.24, 11.4)","(2.08, 262.37)",2262
5205,15,0,16,{},"{2, 67, 74, 11, 75, 77, 81, 85, 31, 63}",{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(61.9, 11.58)","(4.08, 280.02)",2262
5205,2,0,16,"{67, 74, 75, 77, 85, 63}","{81, 11, 31, 15}",{90},"{32, 98, 99, 38, 52, 22, 23, 26, 94, 31}","(69.12, 23.59)","(1.68, 87.29)",2262
5205,63,0,16,"{75, 2, 67, 77}","{74, 11, 15, 81, 85, 31}","{98, 99, 90}","{32, 38, 52, 22, 23, 26, 94, 31}","(65.98, 25.95)","(1.53, 72.74)",2262
5205,67,0,16,"{2, 74, 75, 77, 85, 63}","{81, 11, 31, 15}","{90, 99}","{32, 98, 38, 52, 22, 23, 26, 94, 31}","(65.78, 24.16)","(1.86, 76.01)",2262
5205,74,0,16,"{75, 2, 67, 85}","{11, 77, 15, 81, 63, 31}","{90, 94}","{32, 98, 99, 38, 52, 22, 23, 26, 31}","(66.62, 20.42)","(2.34, 87.11)",2262
5205,11,0,16,{},"{2, 67, 74, 75, 77, 15, 81, 85, 31, 63}",{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(63.64, 45.7)","(2.97, 274.57)",2262
5205,75,0,16,"{2, 67, 74, 77, 85, 63}","{81, 11, 31, 15}","{90, 99, 94}","{32, 98, 38, 52, 22, 23, 26, 31}","(65.55, 22.56)","(1.74, 72.88)",2262
5205,77,0,16,"{75, 2, 67, 63}","{74, 11, 15, 81, 85, 31}","{98, 99, 90}","{32, 38, 52, 22, 23, 26, 94, 31}","(66.95, 27.12)","(2.59, 78.08)",2262
5205,31,0,16,{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 63}",{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(63.65, 37.72)","(3.96, 269.84)",2262
5205,81,0,16,{},"{2, 67, 74, 11, 75, 77, 15, 85, 31, 63}","{98, 99, 52}","{32, 90, 38, 22, 23, 26, 94, 31}","(63.04, 30.42)","(2.26, 240.38)",2262
5205,85,0,16,"{75, 2, 67, 74}","{11, 77, 15, 81, 63, 31}","{90, 94}","{32, 98, 99, 38, 52, 22, 23, 26, 31}","(68.16, 19.93)","(3.65, 167.97)",2262
5206,98,1,16,{99},"{32, 90, 38, 52, 22, 23, 26, 94, 31}","{2, 67, 77, 63}","{74, 75, 11, 15, 81, 85, 31}","(70.18, 28.49)","(3.99, 117.0)",2262
5206,94,1,16,{90},"{32, 98, 99, 38, 52, 22, 23, 26, 31}","{75, 2, 67, 74}","{11, 77, 15, 81, 85, 63, 31}","(69.29, 20.05)","(3.14, 73.67)",2262
5206,26,1,16,{},"{32, 98, 99, 38, 52, 22, 23, 90, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(56.0, 21.72)","(1.25, 273.18)",2262
5206,22,1,16,{},"{32, 98, 99, 90, 38, 52, 23, 26, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(50.77, 43.51)","(3.74, 250.53)",2262
5206,90,1,16,"{99, 94}","{32, 98, 38, 52, 22, 23, 26, 31}","{2, 67, 74, 75, 77, 63}","{11, 15, 81, 85, 31}","(67.18, 23.61)","(2.43, 85.39)",2262
5206,52,1,16,{},"{32, 98, 99, 90, 38, 22, 23, 26, 94, 31}",{81},"{2, 67, 74, 11, 75, 77, 15, 85, 31, 63}","(59.37, 28.2)","(0.85, 84.1)",2262
5206,23,1,16,{},"{32, 98, 99, 90, 38, 52, 22, 26, 94, 31}",{31},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 63}","(56.58, 38.89)","(2.62, 319.88)",2262
5206,38,1,16,{},"{32, 98, 99, 90, 52, 22, 23, 26, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(46.04, 28.28)","(2.33, 250.69)",2262
5206,99,1,16,"{98, 90}","{32, 38, 52, 22, 23, 26, 94, 31}","{2, 67, 74, 75, 77, 63}","{11, 15, 81, 85, 31}","(66.87, 24.89)","(1.68, 129.9)",2262
5206,31,1,16,{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94}",{15},"{2, 67, 74, 11, 75, 77, 81, 85, 31, 63}","(57.2, 13.5)","(4.03, 174.88)",2262
5206,32,1,16,{},"{98, 99, 90, 38, 52, 22, 23, 26, 94, 31}",{15},"{2, 67, 74, 11, 75, 77, 81, 85, 31, 63}","(52.42, 11.55)","(3.25, 302.22)",2262
5206,15,0,16,{},"{2, 67, 74, 11, 75, 77, 81, 85, 31, 63}","{32, 31}","{98, 99, 90, 38, 52, 22, 23, 26, 94}","(56.19, 12.8)","(5.7, 300.35)",2262
5206,2,0,16,"{67, 74, 75, 77, 63}","{11, 15, 81, 85, 31}","{98, 99, 90, 94}","{32, 38, 52, 22, 23, 26, 31}","(71.6, 23.82)","(1.3, 90.69)",2262
5206,63,0,16,"{75, 2, 67, 77}","{74, 11, 15, 81, 85, 31}","{98, 99, 90}","{32, 38, 52, 22, 23, 26, 94, 31}","(67.54, 25.8)","(1.67, 99.97)",2262
5206,67,0,16,"{2, 74, 75, 77, 63}","{11, 15, 81, 85, 31}","{98, 99, 90, 94}","{32, 38, 52, 22, 23, 26, 31}","(67.73, 24.54)","(1.46, 96.9)",2262
5206,74,0,16,"{75, 2, 67}","{11, 77, 15, 81, 85, 63, 31}","{90, 99, 94}","{32, 98, 38, 52, 22, 23, 26, 31}","(69.31, 21.0)","(2.59, 81.41)",2262
5206,11,0,16,{},"{2, 67, 74, 75, 77, 15, 81, 85, 31, 63}",{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(59.5, 46.18)","(2.83, 290.41)",2262
5206,75,0,16,"{2, 67, 74, 77, 63}","{11, 15, 81, 85, 31}","{90, 99, 94}","{32, 98, 38, 52, 22, 23, 26, 31}","(67.9, 23.15)","(2.08, 81.16)",2262
5206,77,0,16,"{75, 2, 67, 63}","{74, 11, 15, 81, 85, 31}","{98, 99, 90}","{32, 38, 52, 22, 23, 26, 94, 31}","(69.87, 27.73)","(2.73, 85.98)",2262
5206,31,0,16,{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 63}",{23},"{32, 98, 99, 90, 38, 52, 22, 26, 94, 31}","(58.01, 37.7)","(6.53, 270.06)",2262
5206,81,0,16,{},"{2, 67, 74, 11, 75, 77, 15, 85, 31, 63}",{52},"{32, 98, 99, 90, 38, 22, 23, 26, 94, 31}","(60.85, 28.58)","(1.38, 254.17)",2262
5206,85,0,16,{},"{2, 67, 74, 11, 75, 77, 15, 81, 31, 63}",{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(68.84, 14.82)","(5.14, 185.73)",2262
5207,98,1,7,"{90, 99}","{32, 38, 52, 22, 23, 26, 94, 31}","{2, 67, 74, 75, 77, 63}","{11, 15, 81, 85, 31}","(72.0, 25.95)","(3.08, 178.06)",2262
5207,94,1,7,{90},"{32, 98, 99, 38, 52, 22, 23, 26, 31}","{75, 2, 67, 74}","{11, 77, 15, 81, 85, 63, 31}","(71.28, 20.49)","(0.87, 111.1)",2262
5207,26,1,7,{},"{32, 98, 99, 38, 52, 22, 23, 90, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(55.29, 21.93)","(0.65, 218.25)",2262
5207,22,1,7,{},"{32, 98, 99, 90, 38, 52, 23, 26, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(46.67, 41.82)","(5.14, 247.06)",2262
5207,90,1,7,"{98, 99, 94}","{32, 38, 52, 22, 23, 26, 31}","{2, 67, 74, 75, 63}","{11, 77, 15, 81, 85, 31}","(69.16, 23.3)","(1.8, 118.37)",2262
5207,52,1,7,{},"{32, 98, 99, 90, 38, 22, 23, 26, 94, 31}",{81},"{2, 67, 74, 11, 75, 77, 15, 85, 31, 63}","(60.62, 28.67)","(1.28, 128.96)",2262
5207,23,1,7,{},"{32, 98, 99, 90, 38, 52, 22, 26, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(55.31, 41.23)","(2.33, 243.17)",2262
5207,38,1,7,{},"{32, 98, 99, 90, 52, 22, 23, 26, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(43.87, 28.77)","(3.23, 291.37)",2262
5207,99,1,7,"{98, 90}","{32, 38, 52, 22, 23, 26, 94, 31}","{75, 2, 67, 63}","{74, 11, 77, 15, 81, 85, 31}","(67.34, 24.55)","(0.51, 199.66)",2262
5207,31,1,7,{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(56.98, 10.26)","(2.32, 177.51)",2262
5207,32,1,7,{},"{98, 99, 90, 38, 52, 22, 23, 26, 94, 31}",{15},"{2, 67, 74, 11, 75, 77, 81, 85, 31, 63}","(50.16, 15.01)","(4.76, 330.79)",2262
5207,15,0,7,{},"{2, 67, 74, 11, 75, 77, 81, 85, 31, 63}",{32},"{98, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(52.54, 17.34)","(6.03, 343.14)",2262
5207,2,0,7,"{67, 74, 75, 77, 63}","{11, 15, 81, 85, 31}","{98, 99, 90, 94}","{32, 38, 52, 22, 23, 26, 31}","(71.58, 23.68)","(0.81, 210.11)",2262
5207,63,0,7,"{75, 2, 67, 77}","{74, 11, 15, 81, 85, 31}","{98, 99, 90}","{32, 38, 52, 22, 23, 26, 94, 31}","(69.39, 25.54)","(2.05, 98.95)",2262
5207,67,0,7,"{2, 74, 75, 77, 63}","{11, 15, 81, 85, 31}","{98, 99, 90, 94}","{32, 38, 52, 22, 23, 26, 31}","(68.68, 23.99)","(0.5, 133.31)",2262
5207,74,0,7,"{75, 2, 67}","{11, 77, 15, 81, 85, 63, 31}","{98, 90, 94}","{32, 99, 38, 52, 22, 23, 26, 31}","(71.68, 21.04)","(1.62, 128.46)",2262
5207,11,0,7,{},"{2, 67, 74, 75, 77, 15, 81, 85, 31, 63}",{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(58.5, 47.41)","(1.25, 208.09)",2262
5207,75,0,7,"{2, 67, 74, 77, 63}","{11, 15, 81, 85, 31}","{98, 99, 90, 94}","{32, 38, 52, 22, 23, 26, 31}","(69.59, 23.23)","(1.15, 111.47)",2262
5207,77,0,7,"{75, 2, 67, 63}","{74, 11, 15, 81, 85, 31}",{98},"{32, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(72.24, 27.45)","(1.56, 128.67)",2262
5207,31,0,7,{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 63}",{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(50.67, 37.76)","(7.6, 267.64)",2262
5207,81,0,7,{},"{2, 67, 74, 11, 75, 77, 15, 85, 31, 63}",{52},"{32, 98, 99, 90, 38, 22, 23, 26, 94, 31}","(60.76, 29.47)","(2.23, 340.24)",2262
5207,85,0,7,{},"{2, 67, 74, 11, 75, 77, 15, 81, 31, 63}",{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(67.09, 9.97)","(4.47, 213.25)",2262
5208,98,1,31,"{90, 99, 94}","{32, 38, 52, 22, 23, 26, 31}","{2, 67, 74, 75, 77, 63}","{11, 15, 81, 85, 31}","(70.68, 22.71)","(2.11, 197.47)",2262
5208,94,1,31,"{98, 90}","{32, 99, 38, 52, 22, 23, 26, 31}","{2, 67, 74, 75, 63}","{11, 77, 15, 81, 85, 31}","(70.7, 20.94)","(0.37, 282.8)",2262
5208,26,1,31,{},"{32, 98, 99, 38, 52, 22, 23, 90, 94, 31}",{15},"{2, 67, 74, 11, 75, 77, 81, 85, 31, 63}","(55.53, 20.76)","(1.73, 152.54)",2262
5208,22,1,31,{},"{32, 98, 99, 90, 38, 52, 23, 26, 94, 31}",{31},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 63}","(41.41, 39.52)","(5.04, 237.97)",2262
5208,90,1,31,"{98, 99, 94}","{32, 38, 52, 22, 23, 26, 31}","{2, 67, 74, 75, 77, 63}","{11, 15, 81, 85, 31}","(70.32, 22.03)","(1.27, 144.39)",2262
5208,52,1,31,{},"{32, 98, 99, 90, 38, 22, 23, 26, 94, 31}",{81},"{2, 67, 74, 11, 75, 77, 15, 85, 31, 63}","(60.06, 30.15)","(1.04, 287.53)",2262
5208,23,1,31,{},"{32, 98, 99, 90, 38, 52, 22, 26, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(55.8, 43.43)","(2.28, 23.41)",2262
5208,38,1,31,{},"{32, 98, 99, 90, 52, 22, 23, 26, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(39.95, 30.45)","(4.51, 282.04)",2262
5208,99,1,31,"{98, 90}","{32, 38, 52, 22, 23, 26, 94, 31}","{75, 2, 67, 63}","{74, 11, 77, 15, 81, 85, 31}","(66.93, 25.37)","(0.49, 270.89)",2262
5208,31,1,31,{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(57.46, 8.8)","(1.4, 117.82)",2262
5208,32,1,31,{},"{98, 99, 90, 38, 52, 22, 23, 26, 94, 31}",{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 31, 63}","(47.6, 19.53)","(4.53, 314.47)",2262
5208,15,0,31,{},"{2, 67, 74, 11, 75, 77, 81, 85, 31, 63}",{26},"{32, 98, 99, 38, 52, 22, 23, 90, 94, 31}","(52.72, 23.88)","(5.59, 6.08)",2262
5208,2,0,31,"{67, 74, 75, 77, 63}","{11, 15, 81, 85, 31}","{98, 99, 90, 94}","{32, 38, 52, 22, 23, 26, 31}","(70.9, 22.54)","(1.08, 190.39)",2262
5208,63,0,31,"{75, 2, 67, 77}","{74, 11, 15, 81, 85, 31}","{98, 99, 90, 94}","{32, 38, 52, 22, 23, 26, 31}","(71.45, 25.06)","(1.6, 116.46)",2262
5208,67,0,31,"{2, 75, 77, 63}","{74, 11, 15, 81, 85, 31}","{98, 99, 90, 94}","{32, 38, 52, 22, 23, 26, 31}","(68.52, 24.58)","(0.62, 279.25)",2262
5208,74,0,31,"{2, 75}","{67, 11, 77, 15, 81, 85, 31, 63}","{98, 90, 94}","{32, 99, 38, 52, 22, 23, 26, 31}","(71.6, 19.46)","(1.66, 208.92)",2262
5208,11,0,31,{},"{2, 67, 74, 75, 77, 15, 81, 85, 31, 63}",{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(58.86, 48.36)","(0.53, 34.9)",2262
5208,75,0,31,"{2, 67, 74, 77, 63}","{11, 15, 81, 85, 31}","{98, 99, 90, 94}","{32, 38, 52, 22, 23, 26, 31}","(69.93, 22.49)","(0.91, 185.12)",2262
5208,77,0,31,"{75, 2, 67, 63}","{74, 11, 15, 81, 85, 31}","{98, 90}","{32, 99, 38, 52, 22, 23, 26, 94, 31}","(72.27, 26.18)","(1.3, 205.63)",2262
5208,31,0,31,{},"{2, 67, 74, 11, 75, 77, 15, 81, 85, 63}",{22},"{32, 98, 99, 90, 38, 52, 23, 26, 94, 31}","(42.97, 36.96)","(6.93, 258.56)",2262
5208,81,0,31,{},"{2, 67, 74, 11, 75, 77, 15, 85, 31, 63}",{52},"{32, 98, 99, 90, 38, 22, 23, 26, 94, 31}","(59.07, 32.36)","(2.74, 307.27)",2262
5208,85,0,31,{},"{2, 67, 74, 11, 75, 77, 15, 81, 31, 63}",{},"{32, 98, 99, 90, 38, 52, 22, 23, 26, 94, 31}","(64.26, 7.38)","(2.59, 227.73)",2262
6065,86,1,16,{},"{96, 97, 38, 10, 43, 50, 54, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(24.84, 39.24)","(0.01, 162.5)",2302
6065,38,1,16,{},"{96, 97, 10, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(60.82, 46.62)","(0.51, 189.64)",2302
6065,54,1,16,{},"{96, 97, 38, 10, 43, 50, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(54.77, 38.41)","(0.57, 230.62)",2302
6065,96,1,16,{},"{97, 38, 10, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(24.92, 30.24)","(0.07, 243.16)",2302
6065,89,1,16,{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(25.23, 12.56)","(0.47, 342.78)",2302
6065,10,1,16,{},"{96, 97, 38, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(4.78, 26.81)","(1.48, 5.98)",2302
6065,24,1,16,{},"{96, 97, 38, 10, 43, 50, 54, 86, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(60.47, 22.32)","(1.07, 299.44)",2302
6065,97,1,16,{},"{96, 38, 10, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(24.76, 21.81)","(0.13, 241.78)",2302
6065,58,1,16,{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(54.86, 13.55)","(0.95, 304.93)",2302
6065,43,1,16,{},"{96, 97, 38, 10, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(59.87, 32.5)","(0.72, 277.37)",2302
6065,50,1,16,{},"{96, 97, 38, 10, 43, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(60.59, 7.69)","(1.22, 286.07)",2302
6065,97,0,16,{},"{36, 5, 38, 47, 17, 50, 22, 26, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(78.45, 30.03)","(3.76, 264.76)",2302
6065,30,0,16,"{17, 47}","{97, 36, 5, 38, 50, 22, 26, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(79.36, 8.91)","(3.18, 273.66)",2302
6065,36,0,16,{50},"{97, 5, 38, 47, 17, 22, 26, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(79.09, 44.35)","(3.2, 260.89)",2302
6065,50,0,16,"{36, 38}","{97, 5, 47, 17, 22, 26, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(78.84, 39.39)","(3.25, 271.1)",2302
6065,5,0,16,{26},"{97, 36, 38, 47, 17, 50, 22, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(77.86, 24.49)","(4.24, 304.29)",2302
6065,31,0,16,{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(78.87, 50.21)","(3.19, 266.09)",2302
6065,47,0,16,"{30, 22}","{97, 36, 5, 38, 17, 50, 26, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(78.72, 12.88)","(3.43, 273.07)",2302
6065,38,0,16,{50},"{97, 36, 5, 47, 17, 22, 26, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(78.55, 36.02)","(3.82, 268.97)",2302
6065,17,0,16,{30},"{97, 36, 5, 38, 47, 50, 22, 26, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(79.06, 5.39)","(2.24, 279.07)",2302
6065,22,0,16,"{26, 47}","{97, 36, 5, 38, 17, 50, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(78.87, 16.05)","(3.55, 274.91)",2302
6065,26,0,16,"{5, 22}","{97, 36, 38, 47, 17, 50, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(79.25, 20.83)","(3.14, 277.91)",2302
6066,86,1,12,{},"{96, 97, 38, 10, 43, 50, 54, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(24.82, 39.24)","(0.76, 268.92)",2302
6066,38,1,12,{},"{96, 97, 10, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(59.73, 45.99)","(3.26, 248.71)",2302
6066,54,1,12,{},"{96, 97, 38, 10, 43, 50, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(53.42, 38.31)","(3.32, 267.26)",2302
6066,96,1,12,{},"{97, 38, 10, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(24.72, 30.33)","(1.27, 305.32)",2302
6066,89,1,12,{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(25.05, 13.56)","(2.41, 352.11)",2302
6066,10,1,12,{},"{96, 97, 38, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(4.9, 28.99)","(2.3, 3.92)",2302
6066,24,1,12,{},"{96, 97, 38, 10, 43, 50, 54, 86, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(58.46, 23.61)","(4.31, 300.12)",2302
6066,97,1,12,{},"{96, 38, 10, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(24.59, 22.14)","(1.93, 334.17)",2302
6066,58,1,12,{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(52.92, 14.42)","(3.96, 293.01)",2302
6066,43,1,12,{},"{96, 97, 38, 10, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(58.18, 32.58)","(3.86, 274.27)",2302
6066,50,1,12,{},"{96, 97, 38, 10, 43, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(58.09, 8.5)","(4.36, 289.8)",2302
6066,97,0,12,{5},"{36, 38, 47, 17, 50, 22, 26, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(72.94, 29.83)","(6.74, 269.86)",2302
6066,30,0,12,"{17, 47}","{97, 36, 5, 38, 50, 22, 26, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(74.01, 9.18)","(6.73, 273.21)",2302
6066,36,0,12,{50},"{97, 5, 38, 47, 17, 22, 26, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(74.08, 43.7)","(6.13, 264.75)",2302
6066,50,0,12,"{36, 38}","{97, 5, 47, 17, 22, 26, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(73.66, 39.44)","(6.32, 269.7)",2302
6066,5,0,12,{97},"{36, 38, 47, 17, 50, 22, 26, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(74.09, 26.92)","(4.07, 301.36)",2302
6066,31,0,12,{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(73.38, 49.88)","(6.72, 266.34)",2302
6066,47,0,12,"{30, 22}","{97, 36, 5, 38, 17, 50, 26, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(73.41, 13.18)","(6.7, 274.55)",2302
6066,38,0,12,{50},"{97, 36, 5, 47, 17, 22, 26, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(72.55, 35.84)","(7.3, 267.82)",2302
6066,17,0,12,{30},"{97, 36, 5, 38, 47, 50, 22, 26, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(74.87, 6.06)","(5.99, 278.93)",2302
6066,22,0,12,{47},"{97, 36, 5, 38, 17, 50, 26, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(73.44, 16.47)","(6.6, 274.95)",2302
6066,26,0,12,{},"{97, 36, 5, 38, 47, 17, 50, 22, 30, 31}",{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 89, 58}","(74.45, 21.64)","(6.05, 278.05)",2302
6067,86,1,16,{},"{96, 97, 38, 10, 43, 50, 54, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(23.27, 39.29)","(1.43, 299.69)",2302
6067,38,1,16,{},"{96, 97, 10, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(54.71, 44.51)","(6.22, 261.74)",2302
6067,54,1,16,{},"{96, 97, 38, 10, 43, 50, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(48.18, 38.17)","(6.2, 271.05)",2302
6067,96,1,16,{},"{97, 38, 10, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(22.87, 31.76)","(2.5, 307.16)",2302
6067,89,1,16,{},"{96, 97, 38, 10, 43, 50, 54, 86, 24, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(24.64, 17.39)","(4.8, 321.55)",2302
6067,10,1,16,{},"{96, 97, 38, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(5.14, 31.24)","(1.6, 16.05)",2302
6067,24,1,16,{},"{96, 97, 38, 10, 43, 50, 54, 86, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(53.08, 26.49)","(6.96, 296.42)",2302
6067,97,1,16,{},"{96, 38, 10, 43, 50, 54, 86, 24, 89, 58}",{},"{97, 36, 5, 38, 47, 17, 50, 22, 26, 30, 31}","(23.12, 25.38)","(4.33, 337.89)",2302
